Graph4
Time (Seconds),x (Meters),Y (Meters),Z (Meters)
340.899963,0.143549,0.162589,0.237288
340.949982,0.143313,0.163265,0.237289
341.000000,0.143083,0.163914,0.237295
341.049988,0.142778,0.164550,0.237301
341.099976,0.142541,0.165220,0.237307
341.149994,0.142333,0.165895,0.237293
341.200012,0.142114,0.166560,0.237289
341.250000,0.141861,0.167207,0.237294
341.299957,0.141603,0.167879,0.237291
341.349976,0.141355,0.168561,0.237290
341.399994,0.141102,0.169210,0.237294
341.449982,0.140804,0.169884,0.237310
341.499969,0.140559,0.170542,0.237303
341.549988,0.140322,0.171196,0.237286
341.600006,0.140064,0.171850,0.237280
341.649994,0.139787,0.172509,0.237287
341.699982,0.139501,0.173193,0.237284
341.750000,0.139214,0.173841,0.237297
341.800018,0.138912,0.174489,0.237300
341.849976,0.138576,0.175135,0.237308
341.899963,0.138337,0.175778,0.237288
341.949982,0.138036,0.176429,0.237297
342.000000,0.137707,0.177095,0.237312
342.049988,0.137424,0.177754,0.237298
342.099976,0.137110,0.178374,0.237306
342.149994,0.136802,0.179010,0.237303
342.200012,0.136450,0.179658,0.237314
342.250000,0.136194,0.180325,0.237289
342.299957,0.135859,0.180953,0.237306
342.349976,0.135530,0.181539,0.237322
342.399994,0.135215,0.182182,0.237308
342.449982,0.134914,0.182800,0.237294
342.499969,0.134548,0.183385,0.237312
342.549988,0.134216,0.183996,0.237313
342.600006,0.133875,0.184605,0.237313
342.649994,0.133534,0.185199,0.237312
342.699982,0.133185,0.185790,0.237330
342.750000,0.132858,0.186411,0.237314
342.800018,0.132502,0.187016,0.237308
342.849976,0.132114,0.187638,0.237314
342.899963,0.131754,0.188264,0.237324
342.949982,0.131405,0.188896,0.237323
343.000000,0.131022,0.189488,0.237321
343.049988,0.130644,0.190093,0.237329
343.099976,0.130261,0.190697,0.237324
343.149994,0.129844,0.191270,0.237339
343.200012,0.129495,0.191925,0.237321
343.250000,0.129095,0.192555,0.237332
343.299957,0.128695,0.193172,0.237331
343.349976,0.128291,0.193752,0.237340
343.399994,0.127884,0.194354,0.237325
343.449982,0.127443,0.194929,0.237335
343.499969,0.127064,0.195460,0.237327
343.549988,0.126665,0.196072,0.237324
343.600006,0.126253,0.196631,0.237328
343.649994,0.125867,0.197201,0.237326
343.699982,0.125410,0.197728,0.237356
343.750000,0.124990,0.198324,0.237342
343.800018,0.124576,0.198900,0.237350
343.849976,0.124177,0.199491,0.237335
343.899963,0.123739,0.200024,0.237318
343.949982,0.123151,0.200476,0.237330
344.000000,0.122648,0.200965,0.237328
344.049988,0.122184,0.201412,0.237347
344.099976,0.121700,0.201896,0.237358
344.149994,0.121254,0.202434,0.237360
344.200012,0.120809,0.202988,0.237363
344.250000,0.120397,0.203561,0.237330
344.299957,0.119986,0.204081,0.237322
344.349976,0.119501,0.204582,0.237329
344.399994,0.118813,0.204967,0.237423
344.449982,0.118327,0.205479,0.237425
344.499969,0.117840,0.206015,0.237418
344.549988,0.117364,0.206527,0.237417
344.600006,0.116929,0.207049,0.237381
344.649994,0.116416,0.207492,0.237409
344.699982,0.115932,0.207991,0.237404
344.750000,0.115419,0.208432,0.237433
344.800018,0.114923,0.208954,0.237416
344.849976,0.114458,0.209417,0.237406
344.899963,0.113997,0.209957,0.237362
344.949982,0.113471,0.210481,0.237357
345.000000,0.112950,0.210973,0.237365
345.049988,0.112456,0.211431,0.237363
345.099976,0.111972,0.211899,0.237355
345.149994,0.111460,0.212386,0.237348
345.200012,0.110930,0.212821,0.237365
345.250000,0.110424,0.213270,0.237367
345.299957,0.109913,0.213736,0.237367
345.349976,0.109404,0.214234,0.237360
345.399994,0.108901,0.214648,0.237352
345.449982,0.108346,0.215018,0.237369
345.499969,0.107830,0.215424,0.237351
345.549988,0.107268,0.215811,0.237348
345.600006,0.106722,0.216157,0.237367
345.649994,0.106207,0.216549,0.237362
345.699982,0.105120,0.217340,0.237352
345.750000,0.103157,0.218606,0.237348
345.800018,0.100303,0.220201,0.237345
345.849976,0.096432,0.222102,0.237355
345.899963,0.091480,0.224326,0.237347
345.949982,0.085818,0.226774,0.237323
346.000000,0.079743,0.229200,0.237282
346.049988,0.073535,0.231486,0.237301
346.099976,0.067195,0.233057,0.237290
346.149994,0.060466,0.234510,0.237288
346.200012,0.053755,0.235672,0.237262
346.250000,0.047749,0.236322,0.237286
346.299957,0.042752,0.236803,0.237303
346.349976,0.038842,0.237198,0.237288
346.399994,0.035415,0.238884,0.237354
346.449982,0.032487,0.241559,0.237290
346.499969,0.030526,0.244111,0.237280
346.549988,0.029352,0.245993,0.237276
346.600006,0.028897,0.246915,0.237284
346.649994,0.029134,0.247075,0.237296
346.699982,0.029504,0.247077,0.237290
346.750000,0.029875,0.247053,0.237299
346.800018,0.030229,0.247028,0.237305
346.849976,0.030567,0.247037,0.237294
346.899963,0.030925,0.247020,0.237293
346.949982,0.031278,0.247017,0.237286
347.000000,0.031609,0.246991,0.237299
347.049988,0.031937,0.247022,0.237283
347.099976,0.032300,0.247003,0.237292
347.149994,0.032670,0.247002,0.237294
347.200012,0.033039,0.247013,0.237277
347.250000,0.033380,0.246998,0.237277
347.299957,0.033744,0.246983,0.237268
347.349976,0.034100,0.246931,0.237288
347.399994,0.034474,0.246926,0.237276
347.449982,0.034808,0.246928,0.237259
347.499969,0.035159,0.246848,0.237285
347.549988,0.035522,0.246829,0.237285
347.600006,0.035897,0.246805,0.237294
347.649994,0.036264,0.246816,0.237273
347.699982,0.036601,0.246810,0.237257
347.750000,0.036789,0.248255,0.237316
347.800018,0.036899,0.252466,0.237291
347.849976,0.036788,0.259428,0.237302
347.899963,0.036571,0.268920,0.237282
347.949982,0.036306,0.278696,0.237271
348.000000,0.036038,0.288479,0.237275
348.049988,0.035876,0.298253,0.237271
348.099976,0.035801,0.307977,0.237263
348.149994,0.035731,0.317723,0.237283
348.200012,0.035639,0.327468,0.237287
348.250000,0.035565,0.337196,0.237299
348.299957,0.035479,0.346956,0.237293
348.349976,0.035417,0.356715,0.237288
348.399994,0.035344,0.366485,0.237285
348.449982,0.035280,0.376244,0.237274
348.499969,0.035213,0.385911,0.237317
348.549988,0.035152,0.395784,0.237254
348.600006,0.035089,0.405528,0.237251
348.649994,0.035011,0.415259,0.237248
348.699982,0.034945,0.425001,0.237264
348.750000,0.034888,0.434777,0.237241
348.800018,0.034803,0.444487,0.237265
348.849976,0.034733,0.454193,0.237286
348.899963,0.034676,0.463929,0.237286
348.949982,0.034614,0.473692,0.237278
349.000000,0.034539,0.483414,0.237284
349.049988,0.034465,0.493135,0.237300
349.099976,0.034397,0.502859,0.237321
349.149994,0.034313,0.512622,0.237302
349.200012,0.034239,0.522380,0.237313
349.250000,0.034167,0.532129,0.237313
349.299957,0.034118,0.541924,0.237282
349.349976,0.034046,0.551692,0.237268
349.399994,0.033978,0.561457,0.237255
349.449982,0.033897,0.571220,0.237253
349.499969,0.033828,0.580983,0.237239
349.549988,0.033764,0.590778,0.237207
349.600006,0.033678,0.600472,0.237248
349.649994,0.033614,0.610206,0.237256
349.699982,0.033535,0.619959,0.237252
349.750000,0.033460,0.629708,0.237253
349.800018,0.033401,0.639424,0.237256
349.849976,0.033329,0.649139,0.237283
349.899963,0.033266,0.658854,0.237296
349.949982,0.033176,0.668609,0.237288
350.000000,0.033111,0.678354,0.237283
350.049988,0.033049,0.688080,0.237305
350.099976,0.032986,0.697834,0.237291
350.149994,0.032933,0.707592,0.237282
350.200012,0.032847,0.717359,0.237282
350.250000,0.032774,0.727125,0.237263
350.299957,0.032697,0.736878,0.237266
350.349976,0.032625,0.746634,0.237269
350.399994,0.032543,0.756413,0.237247
350.449982,0.032486,0.766193,0.237225
350.499969,0.032437,0.775932,0.237225
350.549988,0.032381,0.785656,0.237245
350.600006,0.032295,0.795414,0.237241
350.649994,0.032231,0.805139,0.237252
350.699982,0.032167,0.814870,0.237267
350.750000,0.032088,0.824608,0.237268
350.800018,0.032027,0.834340,0.237280
350.849976,0.031974,0.844067,0.237292
350.899963,0.031896,0.853791,0.237294
350.949982,0.031827,0.863545,0.237291
351.000000,0.031768,0.873262,0.237314
351.049988,0.031694,0.883026,0.237302
351.099976,0.031640,0.892762,0.237309
351.149994,0.031565,0.902528,0.237299
351.200012,0.031496,0.912301,0.237286
351.250000,0.031453,0.922075,0.237265
351.299957,0.031371,0.931826,0.237263
351.349976,0.031291,0.941591,0.237258
351.399994,0.031232,0.951355,0.237252
351.449982,0.031155,0.961122,0.237241
351.499969,0.031085,0.970851,0.237241
351.549988,0.031013,0.980592,0.237254
351.600006,0.030939,0.990338,0.237254
351.649994,0.030875,1.000083,0.237251
351.699982,0.030799,1.009794,0.237282
351.750000,0.030724,1.019534,0.237270
351.800018,0.030647,1.029259,0.237283
351.849976,0.030579,1.038966,0.237309
351.899963,0.030520,1.048716,0.237300
351.949982,0.030447,1.058496,0.237286
352.000000,0.030368,1.068226,0.237308
352.049988,0.030303,1.077979,0.237292
352.099976,0.030233,1.087718,0.237306
352.149994,0.030178,1.097476,0.237298
352.200012,0.030105,1.107262,0.237268
352.250000,0.030039,1.117020,0.237260
352.299957,0.029990,1.126783,0.237250
352.349976,0.029903,1.136544,0.237251
352.399994,0.029848,1.146315,0.237230
352.449982,0.029776,1.156049,0.237243
352.499969,0.029697,1.165797,0.237243
352.549988,0.029617,1.175538,0.237241
352.600006,0.029549,1.185294,0.237247
352.649994,0.029479,1.195022,0.237254
352.699982,0.029397,1.204741,0.237266
352.750000,0.029330,1.214454,0.237283
352.800018,0.029253,1.224187,0.237287
352.849976,0.029189,1.233934,0.237290
352.899963,0.029121,1.243680,0.237293
352.949982,0.029074,1.253436,0.237279
353.000000,0.028990,1.263186,0.237296
353.049988,0.028911,1.272929,0.237288
353.099976,0.028853,1.282698,0.237278
353.149994,0.028785,1.292485,0.237257
353.200012,0.028715,1.302246,0.237243
353.250000,0.028659,1.312014,0.237223
353.299957,0.028584,1.321751,0.237233
353.349976,0.028513,1.331516,0.237217
353.399994,0.028439,1.341270,0.237222
353.449982,0.028390,1.351015,0.237219
353.499969,0.028322,1.360762,0.237221
353.549988,0.028260,1.370474,0.237231
353.600006,0.028178,1.380223,0.237246
353.649994,0.028112,1.389920,0.237266
353.699982,0.028028,1.399680,0.237266
353.750000,0.027964,1.409395,0.237274
353.800018,0.027893,1.419137,0.237285
353.849976,0.027812,1.428874,0.237292
353.899963,0.027767,1.438639,0.237280
353.949982,0.027690,1.448380,0.237274
354.000000,0.027638,1.458150,0.237266
354.049988,0.027579,1.467891,0.237278
354.099976,0.027504,1.477667,0.237259
354.149994,0.027443,1.487429,0.237258
354.200012,0.027366,1.497225,0.237232
354.250000,0.027305,1.506978,0.237226
354.299957,0.027246,1.516709,0.237240
354.349976,0.027178,1.526466,0.237234
354.399994,0.027109,1.536192,0.237241
354.449982,0.027057,1.545957,0.237227
354.499969,0.026987,1.555679,0.237244
354.549988,0.026917,1.565416,0.237255
354.600006,0.026855,1.575124,0.237277
354.649994,0.026785,1.584872,0.237272
354.699982,0.026705,1.594614,0.237263
354.750000,0.026668,1.604373,0.237256
354.800018,0.026605,1.614076,0.237282
354.849976,0.026539,1.623829,0.237283
354.899963,0.026492,1.633572,0.237287
354.949982,0.026425,1.643361,0.237263
355.000000,0.026357,1.653097,0.237268
355.049988,0.026274,1.662846,0.237276
355.099976,0.026210,1.672644,0.237251
355.149994,0.026140,1.682390,0.237259
355.200012,0.026064,1.692160,0.237237
355.250000,0.026003,1.701917,0.237230
355.299957,0.025915,1.711663,0.237236
355.349976,0.025869,1.721395,0.237240
355.399994,0.025788,1.731142,0.237238
355.449982,0.025739,1.740883,0.237235
355.499969,0.025656,1.750612,0.237254
355.549988,0.025590,1.760348,0.237256
355.600006,0.025543,1.770066,0.237269
355.649994,0.025465,1.779789,0.237291
355.699982,0.025426,1.789520,0.237294
355.750000,0.025346,1.799257,0.237309
355.800018,0.025281,1.809010,0.237308
355.849976,0.025221,1.818772,0.237299
355.899963,0.025145,1.828507,0.237312
355.949982,0.025080,1.838296,0.237287
356.000000,0.025007,1.848039,0.237290
356.049988,0.024942,1.857841,0.237263
356.099976,0.024869,1.867580,0.237253
356.149994,0.024806,1.877354,0.237247
356.200012,0.024751,1.887113,0.237242
356.250000,0.024673,1.896856,0.237245
356.299957,0.024594,1.906592,0.237261
356.349976,0.024543,1.916338,0.237258
356.399994,0.024471,1.926057,0.237267
356.449982,0.024392,1.935784,0.237287
356.499969,0.024336,1.945536,0.237276
356.549988,0.024265,1.955264,0.237285
356.600006,0.024197,1.964973,0.237304
356.649994,0.024128,1.974742,0.237281
356.699982,0.024067,1.984452,0.237314
356.750000,0.024019,1.994201,0.237313
356.800018,0.023932,2.003974,0.237298
356.849976,0.023866,2.013716,0.237304
356.899963,0.023810,2.023513,0.237278
356.949982,0.023737,2.033263,0.237281
357.000000,0.023677,2.043042,0.237264
357.049988,0.023606,2.052794,0.237253
357.099976,0.023541,2.062578,0.237239
357.149994,0.023478,2.072317,0.237252
357.200012,0.023405,2.082095,0.237232
357.250000,0.023342,2.091806,0.237252
357.299957,0.023269,2.101546,0.237263
357.349976,0.023205,2.111303,0.237243
357.399994,0.023141,2.121002,0.237274
357.449982,0.023074,2.130750,0.237271
357.499969,0.023022,2.140487,0.237275
357.549988,0.022954,2.150216,0.237282
357.600006,0.022896,2.159949,0.237296
357.649994,0.022819,2.169662,0.237308
357.699982,0.022757,2.179424,0.237307
357.750000,0.022687,2.189156,0.237312
357.800018,0.022622,2.198940,0.237288
357.849976,0.022556,2.208690,0.237285
357.899963,0.022491,2.218445,0.237281
357.949982,0.022428,2.228218,0.237267
358.000000,0.022354,2.237988,0.237267
358.049988,0.022285,2.247761,0.237252
358.099976,0.022234,2.257491,0.237258
358.149994,0.022162,2.267262,0.237246
358.200012,0.022100,2.277017,0.237249
358.250000,0.022050,2.286741,0.237249
358.299957,0.021979,2.296491,0.237250
358.349976,0.021910,2.306235,0.237252
358.399994,0.021838,2.315959,0.237266
358.449982,0.021771,2.325700,0.237273
358.499969,0.021704,2.335431,0.237284
358.549988,0.021636,2.345151,0.237293
358.600006,0.021574,2.354914,0.237283
358.649994,0.021502,2.364653,0.237288
358.699982,0.021426,2.374393,0.237295
358.750000,0.021356,2.384132,0.237287
358.800018,0.021297,2.393931,0.237271
358.849976,0.021227,2.403689,0.237262
358.899963,0.021169,2.413448,0.237256
358.949982,0.021099,2.423218,0.237242
359.000000,0.021042,2.432979,0.237241
359.049988,0.020965,2.442757,0.237216
359.099976,0.020905,2.452510,0.237207
359.149994,0.020835,2.462236,0.237215
359.200012,0.020785,2.472007,0.237204
359.250000,0.020719,2.481732,0.237220
359.299957,0.020659,2.491488,0.237219
359.349976,0.020587,2.501209,0.237229
359.399994,0.020515,2.510931,0.237239
359.449982,0.020456,2.520675,0.237241
359.499969,0.020395,2.530420,0.237235
359.549988,0.020323,2.540138,0.237251
359.600006,0.020265,2.549881,0.237253
359.649994,0.020210,2.559651,0.237238
359.699982,0.020141,2.569376,0.237251
359.750000,0.020076,2.579147,0.237224
359.800018,0.020021,2.588872,0.237259
359.849976,0.019952,2.598661,0.237231
359.899963,0.019901,2.608416,0.237218
359.949982,0.019863,2.618199,0.237171
360.000000,0.019746,2.627923,0.237230
360.049988,0.019701,2.637665,0.237250
360.099976,0.019635,2.647374,0.237271
360.149994,0.019563,2.657151,0.237254
360.200012,0.019489,2.666880,0.237263
360.250000,0.019429,2.676610,0.237270
360.299957,0.019362,2.686330,0.237286
360.349976,0.019295,2.696052,0.237305
360.399994,0.019226,2.705778,0.237314
360.449982,0.019157,2.715535,0.237305
360.499969,0.019086,2.725251,0.237328
360.549988,0.019023,2.734981,0.237334
360.600006,0.018964,2.744768,0.237315
360.649994,0.018889,2.754514,0.237312
360.699982,0.018824,2.764271,0.237310
360.750000,0.018757,2.774026,0.237310
360.800018,0.018691,2.783772,0.237309
360.849976,0.018622,2.793552,0.237290
360.899963,0.018549,2.803326,0.237278
360.949982,0.018483,2.813051,0.237283
361.000000,0.018411,2.822805,0.237286
361.049988,0.018350,2.832565,0.237274
361.099976,0.018282,2.842164,0.237350
361.149994,0.018221,2.852079,0.237268
361.200012,0.018151,2.861832,0.237264
361.250000,0.018066,2.871562,0.237269
361.299957,0.018007,2.881269,0.237295
361.349976,0.017934,2.890980,0.237312
361.399994,0.017866,2.900718,0.237313
361.449982,0.017795,2.910445,0.237321
361.499969,0.017734,2.920198,0.237324
361.549988,0.017667,2.929964,0.237308
361.600006,0.017602,2.939721,0.237302
361.649994,0.017539,2.949464,0.237307
361.699982,0.017473,2.959220,0.237295
361.750000,0.017416,2.968971,0.237299
361.800018,0.017354,2.978747,0.237280
361.849976,0.017291,2.988525,0.237259
361.899963,0.017216,2.998241,0.237277
361.949982,0.017142,3.008036,0.237254
362.000000,0.017083,3.017778,0.237254
362.049988,0.017018,3.027508,0.237260
362.099976,0.016952,3.037239,0.237271
362.149994,0.016879,3.046969,0.237281
362.200012,0.016818,3.056720,0.237273
362.250000,0.016755,3.066457,0.237279
362.299957,0.016681,3.076177,0.237297
362.349976,0.016610,3.085891,0.237308
362.399994,0.016540,3.095651,0.237305
362.449982,0.016479,3.105382,0.237312
362.499969,0.016418,3.115139,0.237299
362.549988,0.016355,3.124868,0.237306
362.600006,0.016285,3.134629,0.237298
362.649994,0.016219,3.144398,0.237284
362.699982,0.016160,3.154170,0.237273
362.750000,0.016101,3.163908,0.237280
362.800018,0.016024,3.173675,0.237266
362.849976,0.015944,3.183429,0.237262
362.899963,0.015879,3.193216,0.237245
362.949982,0.015819,3.202942,0.237257
363.000000,0.015754,3.212699,0.237250
363.049988,0.015688,3.222431,0.237252
363.099976,0.015620,3.232157,0.237260
363.149994,0.015553,3.241876,0.237281
363.200012,0.015505,3.251615,0.237275
363.250000,0.015430,3.261329,0.237299
363.299957,0.015365,3.271064,0.237300
363.349976,0.015302,3.280838,0.237291
363.399994,0.015238,3.290550,0.237308
363.449982,0.015164,3.300282,0.237320
363.499969,0.015104,3.310041,0.237313
363.549988,0.015032,3.319798,0.237299
363.600006,0.014963,3.329557,0.237297
363.649994,0.014889,3.339337,0.237279
363.699982,0.014827,3.349097,0.237270
363.750000,0.014755,3.358835,0.237274
363.800018,0.014690,3.368599,0.237268
363.849976,0.014631,3.378362,0.237257
363.899963,0.014559,3.388111,0.237255
363.949982,0.014497,3.397840,0.237263
364.000000,0.014427,3.407575,0.237275
364.049988,0.014365,3.417321,0.237267
364.099976,0.014295,3.427056,0.237275
364.149994,0.014219,3.436780,0.237288
364.200012,0.014166,3.446513,0.237292
364.250000,0.014094,3.456221,0.237312
364.299957,0.014020,3.465957,0.237315
364.349976,0.013961,3.475688,0.237323
364.399994,0.013890,3.485443,0.237323
364.449982,0.013819,3.495192,0.237322
364.499969,0.013743,3.504970,0.237304
364.549988,0.013677,3.514720,0.237297
364.600006,0.013615,3.524501,0.237284
364.649994,0.013558,3.534273,0.237262
364.699982,0.013477,3.544028,0.237271
364.750000,0.013413,3.553776,0.237266
364.800018,0.013341,3.563555,0.237248
364.849976,0.013289,3.573275,0.237267
364.899963,0.013225,3.583033,0.237254
364.949982,0.013156,3.592743,0.237274
365.000000,0.013097,3.602490,0.237266
365.049988,0.013035,3.612243,0.237264
365.099976,0.012964,3.621949,0.237288
365.149994,0.012895,3.631663,0.237304
365.200012,0.012832,3.641379,0.237322
365.250000,0.012767,3.651153,0.237309
365.299957,0.012697,3.660876,0.237320
365.349976,0.012638,3.670634,0.237314
365.399994,0.012563,3.680416,0.237291
365.449982,0.012490,3.690132,0.237310
365.499969,0.012419,3.699909,0.237287
365.549988,0.012356,3.709674,0.237284
365.600006,0.012298,3.719429,0.237277
365.649994,0.012227,3.729184,0.237264
365.699982,0.012165,3.738947,0.237261
365.750000,0.012091,3.748710,0.237247
365.800018,0.012025,3.758450,0.237257
365.849976,0.011955,3.768189,0.237262
365.899963,0.011911,3.777945,0.237256
365.949982,0.011829,3.787686,0.237251
366.000000,0.011774,3.797409,0.237265
366.049988,0.011711,3.807145,0.237275
366.099976,0.012052,3.817368,0.237297
366.149994,0.012970,3.828463,0.237323
366.200012,0.014833,3.840496,0.237320
366.250000,0.017659,3.853348,0.237346
366.299957,0.021609,3.867232,0.237314
366.349976,0.026253,3.881335,0.237305
366.399994,0.031339,3.895220,0.237276
366.449982,0.036799,3.908878,0.237264
366.499969,0.042746,3.922221,0.237251
366.549988,0.049141,3.935418,0.237262
366.600006,0.055955,3.948313,0.237265
366.649994,0.062966,3.960909,0.237272
366.699982,0.070334,3.973262,0.237298
366.750000,0.078067,3.985417,0.237315
366.800018,0.086158,3.997349,0.237322
366.849976,0.094587,4.009031,0.237327
366.899963,0.103399,4.020485,0.237318
366.949982,0.112532,4.031687,0.237308
367.000000,0.121997,4.042636,0.237277
367.049988,0.131777,4.053261,0.237278
367.099976,0.141860,4.063612,0.237270
367.149994,0.152259,4.073676,0.237253
367.200012,0.162926,4.083395,0.237250
367.250000,0.173845,4.092754,0.237277
367.299957,0.185166,4.101880,0.237294
367.349976,0.196825,4.110645,0.237295
367.399994,0.208719,4.119164,0.237296
367.449982,0.220979,4.127404,0.237307
367.499969,0.233388,4.135331,0.237287
367.549988,0.245989,4.142802,0.237305
367.600006,0.258773,4.149872,0.237274
367.649994,0.271674,4.156459,0.237255
367.699982,0.284736,4.162598,0.237262
367.750000,0.297998,4.168375,0.237258
367.800018,0.311429,4.173801,0.237245
367.849976,0.324982,4.178775,0.237248
367.899963,0.338643,4.183320,0.237271
367.949982,0.352419,4.187475,0.237296
368.000000,0.366339,4.191230,0.237300
368.049988,0.380358,4.194583,0.237307
368.099976,0.394486,4.197542,0.237299
368.149994,0.408726,4.200064,0.237291
368.200012,0.423020,4.202178,0.237282
368.250000,0.437388,4.203875,0.237264
368.299957,0.451807,4.205148,0.237243
368.349976,0.466228,4.205970,0.237236
368.399994,0.480667,4.206355,0.237239
368.449982,0.495108,4.206319,0.237244
368.499969,0.509499,4.205890,0.237258
368.549988,0.523901,4.204990,0.237260
368.600006,0.538253,4.203699,0.237279
368.649994,0.552559,4.201979,0.237292
368.699982,0.566836,4.199829,0.237288
368.750000,0.581049,4.197235,0.237283
368.800018,0.595197,4.194258,0.237268
368.849976,0.609299,4.190808,0.237227
368.899963,0.623487,4.186969,0.237200
368.949982,0.637582,4.182664,0.237224
369.000000,0.651609,4.177753,0.237199
369.049988,0.665582,4.172559,0.237193
369.099976,0.679327,4.167097,0.237213
369.149994,0.692849,4.161266,0.237236
369.200012,0.705572,4.155667,0.237227
369.250000,0.717429,4.150676,0.237206
369.299957,0.728286,4.146407,0.237250
369.349976,0.738368,4.142891,0.237270
369.399994,0.747786,4.140213,0.237285
369.449982,0.757211,4.137767,0.237300
369.499969,0.766670,4.135303,0.237298
369.549988,0.776147,4.132848,0.237279
369.600006,0.785603,4.130394,0.237276
369.649994,0.795067,4.127959,0.237258
369.699982,0.804539,4.125506,0.237246
369.750000,0.813978,4.123080,0.237246
369.800018,0.823415,4.120650,0.237252
369.849976,0.832854,4.118218,0.237247
369.899963,0.842277,4.115786,0.237265
369.949982,0.851703,4.113366,0.237269
370.000000,0.861137,4.110929,0.237268
370.049988,0.870573,4.108493,0.237270
370.099976,0.880010,4.106072,0.237278
370.149994,0.889433,4.103651,0.237280
370.200012,0.898829,4.101223,0.237307
370.250000,0.908269,4.098789,0.237313
370.299957,0.917696,4.096363,0.237322
370.349976,0.927120,4.093935,0.237323
370.399994,0.936580,4.091504,0.237311
370.449982,0.946036,4.089072,0.237298
370.499969,0.955941,4.086066,0.237303
370.549988,0.966424,4.082136,0.237310
370.600006,0.977585,4.077188,0.237289
370.649994,0.989300,4.071058,0.237281
370.699982,1.001484,4.063545,0.237250
370.750000,1.013547,4.055512,0.237218
370.800018,1.025314,4.047152,0.237220
370.849976,1.036859,4.038471,0.237221
370.899963,1.048133,4.029369,0.237225
370.949982,1.059017,4.019989,0.237305
371.000000,1.069729,4.010248,0.237292
371.049988,1.080142,4.000216,0.237292
371.099976,1.090231,3.989815,0.237274
371.149994,1.100043,3.979105,0.237246
371.200012,1.109516,3.968176,0.237248
371.250000,1.118677,3.956955,0.237230
371.299957,1.127511,3.945476,0.237243
371.349976,1.135930,3.933756,0.237256
371.399994,1.144076,3.921763,0.237243
371.449982,1.151823,3.909511,0.237226
371.499969,1.159213,3.897113,0.237250
371.549988,1.166292,3.884281,0.237241
371.600006,1.172967,3.871239,0.237242
371.649994,1.179384,3.858078,0.237282
371.699982,1.185549,3.844687,0.237249
371.750000,1.191189,3.831124,0.237236
371.800018,1.196497,3.817353,0.237168
371.849976,1.201361,3.803628,0.237205
371.899963,1.205765,3.789763,0.237189
371.949982,1.209881,3.775745,0.237182
372.000000,1.213656,3.761544,0.237163
372.049988,1.216987,3.747348,0.237225
372.099976,1.219756,3.733077,0.237227
372.149994,1.222049,3.718817,0.237271
372.200012,1.224038,3.704442,0.237245
372.250000,1.225776,3.689802,0.237264
372.299957,1.226943,3.675259,0.237257
372.349976,1.227676,3.660634,0.237220
372.399994,1.227964,3.646103,0.237229
372.449982,1.227899,3.631492,0.237194
372.499969,1.227350,3.616959,0.237228
372.549988,1.226472,3.602360,0.237213
372.600006,1.225218,3.587709,0.237203
372.649994,1.223383,3.573287,0.237169
372.699982,1.221097,3.559066,0.237252
372.750000,1.218563,3.544688,0.237216
372.800018,1.215535,3.530539,0.237265
372.849976,1.212175,3.516305,0.237249
372.899963,1.208313,3.502199,0.237251
372.949982,1.203919,3.487728,0.237235
373.000000,1.199142,3.473706,0.237245
373.049988,1.194025,3.459545,0.237203
373.099976,1.188544,3.445559,0.237190
373.149994,1.182544,3.431931,0.237188
373.200012,1.176077,3.418347,0.237194
373.250000,1.169345,3.405078,0.237215
373.299957,1.162154,3.392158,0.237252
373.349976,1.154595,3.379398,0.237253
373.399994,1.146482,3.366725,0.237264
373.449982,1.138241,3.354289,0.237259
373.499969,1.129512,3.342186,0.237279
373.549988,1.120444,3.330091,0.237251
373.600006,1.111656,3.318933,0.237227
373.649994,1.103731,3.308601,0.237227
373.699982,1.096644,3.298754,0.237208
373.750000,1.090612,3.289515,0.237220
373.800018,1.085553,3.280869,0.237226
373.849976,1.081524,3.272696,0.237213
373.899963,1.078797,3.265027,0.237193
373.949982,1.077283,3.257967,0.237213
374.000000,1.077044,3.251556,0.237238
374.049988,1.077945,3.245816,0.237247
374.099976,1.080043,3.240786,0.237260
374.149994,1.082350,3.236655,0.237286
374.200012,1.084103,3.233507,0.237311
374.250000,1.085412,3.231332,0.237331
374.299957,1.086262,3.230234,0.237330
374.349976,1.086706,3.230106,0.237356
374.399994,1.087071,3.230040,0.237386
374.449982,1.087391,3.229899,0.237382
374.499969,1.087705,3.229782,0.237381
374.549988,1.088008,3.229674,0.237387
374.600006,1.088332,3.229526,0.237390
374.649994,1.088669,3.229391,0.237389
374.699982,1.089010,3.229253,0.237393
374.750000,1.089356,3.229130,0.237388
374.800018,1.089714,3.229003,0.237394
374.849976,1.090046,3.228876,0.237392
374.899963,1.090371,3.228750,0.237395
374.949982,1.090702,3.228618,0.237393
375.000000,1.091034,3.228485,0.237394
375.049988,1.091333,3.228378,0.237389
375.099976,1.091662,3.228264,0.237395
375.149994,1.091989,3.228149,0.237397
375.200012,1.092332,3.228024,0.237396
375.250000,1.092657,3.227891,0.237400
375.299957,1.092975,3.227770,0.237402
375.349976,1.093318,3.227645,0.237401
375.399994,1.093655,3.227514,0.237400
375.449982,1.093979,3.227385,0.237401
375.499969,1.094327,3.227273,0.237404
375.549988,1.094674,3.227157,0.237403
375.600006,1.095051,3.227031,0.237403
375.649994,1.095422,3.226928,0.237405
375.699982,1.095749,3.226827,0.237407
375.750000,1.096079,3.226715,0.237401
