Graph4
Time (Seconds),x (Meters),Y (Meters),Z (Meters)
32.549999,6.908743,0.856919,0.237243
32.599998,6.908842,0.866634,0.237258
32.649998,6.908964,0.876379,0.237265
32.700001,6.909094,0.886083,0.237289
32.750000,6.909214,0.895818,0.237294
32.799999,6.909325,0.905570,0.237288
32.849998,6.909439,0.915288,0.237300
32.899998,6.909565,0.925014,0.237315
32.950001,6.909685,0.934792,0.237287
33.000000,6.909794,0.944524,0.237307
33.049999,6.909916,0.954296,0.237288
33.099998,6.910042,0.964046,0.237285
33.149998,6.910143,0.973808,0.237280
33.200001,6.910274,0.983576,0.237272
33.250000,6.910393,0.993338,0.237263
33.299999,6.910514,1.003101,0.237251
33.349998,6.910622,1.012854,0.237245
33.399998,6.910756,1.022583,0.237255
33.450001,6.910859,1.032343,0.237247
33.500000,6.910997,1.042072,0.237255
33.549999,6.911110,1.051816,0.237261
33.599998,6.911228,1.061547,0.237269
33.649998,6.911335,1.071276,0.237286
33.700001,6.911465,1.081020,0.237277
33.750000,6.911588,1.090736,0.237302
33.799999,6.911705,1.100468,0.237307
33.849998,6.911822,1.110227,0.237297
33.899998,6.911937,1.119992,0.237294
33.950001,6.912057,1.129712,0.237308
34.000000,6.912173,1.139474,0.237293
34.049999,6.912288,1.149229,0.237283
34.099998,6.912419,1.158993,0.237281
34.149998,6.912540,1.168763,0.237266
34.200001,6.912661,1.178531,0.237237
34.250000,6.912769,1.188298,0.237242
34.299999,6.912887,1.198049,0.237237
34.349998,6.913013,1.207796,0.237239
34.399998,6.913137,1.217529,0.237245
34.450001,6.913244,1.227299,0.237230
34.500000,6.913359,1.237004,0.237254
34.549999,6.913482,1.246761,0.237248
34.599998,6.913592,1.256451,0.237275
34.649998,6.913713,1.266182,0.237284
34.700001,6.913846,1.275969,0.237266
34.750000,6.913960,1.285679,0.237284
34.799999,6.914073,1.295421,0.237293
34.849998,6.914183,1.305140,0.237301
34.899998,6.914300,1.314913,0.237288
34.950001,6.914422,1.324660,0.237289
35.000000,6.914550,1.334436,0.237266
35.049999,6.914662,1.344191,0.237262
35.099998,6.914793,1.353955,0.237248
35.149998,6.914908,1.363740,0.237230
35.200001,6.915024,1.373499,0.237226
35.250000,6.915142,1.383235,0.237230
35.299999,6.915258,1.392975,0.237234
35.349998,6.915382,1.402733,0.237220
35.399998,6.915499,1.412475,0.237227
35.450001,6.915613,1.422194,0.237246
35.500000,6.915733,1.431939,0.237235
35.549999,6.915857,1.441670,0.237251
35.599998,6.915969,1.451398,0.237256
35.649998,6.916095,1.461107,0.237274
35.700001,6.916207,1.470853,0.237277
35.750000,6.916327,1.480579,0.237289
35.799999,6.916443,1.490332,0.237294
35.849998,6.916573,1.500107,0.237273
35.899998,6.916681,1.509857,0.237277
35.950001,6.916803,1.519635,0.237252
36.000000,6.916921,1.529407,0.237239
36.049999,6.917042,1.539173,0.237232
36.099998,6.917162,1.548896,0.237244
36.149998,6.917281,1.558662,0.237233
36.200001,6.917394,1.568444,0.237206
36.250000,6.917523,1.578178,0.237219
36.299999,6.917642,1.587913,0.237222
36.349998,6.917758,1.597658,0.237225
36.399998,6.917873,1.607401,0.237226
36.450001,6.917984,1.617106,0.237250
36.500000,6.918102,1.626842,0.237250
36.549999,6.918220,1.636576,0.237258
36.599998,6.918343,1.646316,0.237258
36.649998,6.918456,1.656053,0.237266
36.700001,6.918596,1.665794,0.237273
36.750000,6.918706,1.675539,0.237274
36.799999,6.918833,1.685279,0.237287
36.849998,6.918961,1.695055,0.237263
36.899998,6.919075,1.704808,0.237251
36.950001,6.919210,1.714570,0.237257
37.000000,6.919339,1.724323,0.237263
37.049999,6.919446,1.734097,0.237250
37.099998,6.919552,1.743849,0.237235
37.149998,6.919673,1.753592,0.237243
37.200001,6.919796,1.763364,0.237229
37.250000,6.919912,1.773118,0.237224
37.299999,6.920034,1.782863,0.237223
37.349998,6.920157,1.792587,0.237232
37.399998,6.920259,1.802286,0.237246
37.450001,6.920385,1.812048,0.237247
37.500000,6.920507,1.821741,0.237274
37.549999,6.920624,1.831502,0.237268
37.599998,6.920742,1.841218,0.237277
37.649998,6.920845,1.850983,0.237250
37.700001,6.920979,1.860706,0.237282
37.750000,6.921100,1.870479,0.237260
37.799999,6.921221,1.880218,0.237278
37.849998,6.921327,1.889985,0.237266
37.899998,6.921450,1.899775,0.237242
37.950001,6.921581,1.909500,0.237258
38.000000,6.921702,1.919301,0.237225
38.049999,6.921822,1.929070,0.237203
38.099998,6.921914,1.938802,0.237210
38.149998,6.922054,1.948560,0.237217
38.200001,6.922192,1.958333,0.237192
38.250000,6.922325,1.968033,0.237240
38.299999,6.922419,1.977800,0.237214
38.349998,6.922528,1.987492,0.237255
38.399998,6.922646,1.997244,0.237242
38.450001,6.922765,2.006954,0.237273
38.500000,6.922858,2.016664,0.237298
38.549999,6.922998,2.026402,0.237290
38.599998,6.923107,2.036131,0.237307
38.649998,6.923226,2.045901,0.237290
38.700001,6.923324,2.055662,0.237280
38.750000,6.923440,2.065393,0.237292
38.799999,6.923550,2.075174,0.237268
38.849998,6.923691,2.084973,0.237224
38.899998,6.923818,2.094706,0.237254
38.950001,6.923935,2.104457,0.237246
39.000000,6.924039,2.114220,0.237244
39.049999,6.924164,2.123987,0.237235
39.099998,6.924274,2.133728,0.237227
39.149998,6.924397,2.143486,0.237226
39.200001,6.924506,2.153244,0.237201
39.250000,6.924651,2.162965,0.237231
39.299999,6.924774,2.172668,0.237256
39.349998,6.924872,2.182375,0.237292
39.399998,6.924986,2.192133,0.237268
39.450001,6.925117,2.201864,0.237279
39.500000,6.925240,2.211609,0.237279
39.549999,6.925366,2.221304,0.237313
39.599998,6.925521,2.231078,0.237282
39.649998,6.925626,2.240824,0.237303
39.700001,6.925753,2.250598,0.237286
39.750000,6.925861,2.260328,0.237297
39.799999,6.925993,2.270116,0.237267
39.849998,6.926104,2.279860,0.237286
39.899998,6.926263,2.289669,0.237228
39.950001,6.926361,2.299447,0.237204
40.000000,6.926494,2.309173,0.237234
40.049999,6.926620,2.318925,0.237228
40.099998,6.926708,2.328672,0.237232
40.149998,6.926856,2.338380,0.237259
40.200001,6.926967,2.348128,0.237265
40.250000,6.927082,2.357858,0.237271
40.299999,6.927210,2.367591,0.237283
40.349998,6.927329,2.377329,0.237285
40.399998,6.927448,2.387055,0.237295
40.450001,6.927582,2.396797,0.237299
40.500000,6.927690,2.406550,0.237287
40.549999,6.927814,2.416283,0.237301
40.599998,6.927954,2.426027,0.237298
40.649998,6.928054,2.435768,0.237314
40.700001,6.928183,2.445527,0.237307
40.750000,6.928310,2.455307,0.237280
40.799999,6.928422,2.465079,0.237261
40.849998,6.928525,2.474830,0.237264
40.899998,6.928656,2.484619,0.237232
40.950001,6.928754,2.494349,0.237250
41.000000,6.928871,2.504109,0.237255
41.049999,6.929000,2.513879,0.237238
41.099998,6.929117,2.523600,0.237244
41.149998,6.929234,2.533349,0.237249
41.200001,6.929374,2.543075,0.237248
41.250000,6.929494,2.552811,0.237262
41.299999,6.929614,2.562531,0.237277
41.349998,6.929732,2.572270,0.237287
41.399998,6.929843,2.582011,0.237281
41.450001,6.929952,2.591735,0.237294
41.500000,6.930074,2.601495,0.237291
41.549999,6.930191,2.611225,0.237292
41.599998,6.930357,2.620997,0.237270
41.649998,6.930447,2.630733,0.237311
41.700001,6.930575,2.640513,0.237290
41.750000,6.930685,2.650272,0.237295
41.799999,6.930803,2.660029,0.237290
41.849998,6.930922,2.669802,0.237276
41.899998,6.931046,2.679597,0.237249
41.950001,6.931187,2.689329,0.237259
42.000000,6.931307,2.699084,0.237251
42.049999,6.931435,2.708811,0.237262
42.099998,6.931554,2.718547,0.237269
42.149998,6.931668,2.728299,0.237269
42.200001,6.931791,2.738036,0.237271
42.250000,6.931917,2.747740,0.237296
42.299999,6.932034,2.757470,0.237302
42.349998,6.932148,2.767241,0.237294
42.399998,6.932273,2.776965,0.237300
42.450001,6.932399,2.786689,0.237313
42.500000,6.932526,2.796425,0.237326
42.549999,6.932644,2.806173,0.237321
42.599998,6.932756,2.815934,0.237308
42.649998,6.932885,2.825699,0.237307
42.700001,6.933001,2.835388,0.237329
42.750000,6.933125,2.845239,0.237267
42.799999,6.933251,2.854988,0.237269
42.849998,6.933364,2.864760,0.237257
42.899998,6.933484,2.874528,0.237235
42.950001,6.933606,2.884283,0.237245
43.000000,6.933726,2.894018,0.237252
43.049999,6.933849,2.903707,0.237278
43.099998,6.933965,2.913471,0.237273
43.149998,6.934087,2.923214,0.237277
43.200001,6.934216,2.932935,0.237286
43.250000,6.934332,2.942668,0.237289
43.299999,6.934462,2.952397,0.237303
43.349998,6.934579,2.962116,0.237319
43.399998,6.934699,2.971855,0.237320
43.450001,6.934815,2.981594,0.237326
43.500000,6.934947,2.991399,0.237293
43.549999,6.935058,3.001135,0.237304
43.599998,6.935182,3.010882,0.237295
43.649998,6.935306,3.020669,0.237280
43.700001,6.935421,3.030417,0.237277
43.750000,6.935540,3.040174,0.237269
43.799999,6.935670,3.049918,0.237272
43.849998,6.935785,3.059701,0.237248
43.899998,6.935913,3.069455,0.237243
43.950001,6.936027,3.079193,0.237249
44.000000,6.936154,3.088939,0.237251
44.049999,6.936274,3.098687,0.237253
44.099998,6.936390,3.108385,0.237280
44.149998,6.936514,3.118094,0.237297
44.200001,6.936626,3.127841,0.237295
44.250000,6.936755,3.137571,0.237304
44.299999,6.936876,3.147283,0.237320
44.349998,6.936998,3.157057,0.237302
44.399998,6.937121,3.166804,0.237305
44.450001,6.937231,3.176545,0.237309
44.500000,6.937353,3.186303,0.237297
44.549999,6.937484,3.196074,0.237289
44.599998,6.937601,3.205846,0.237269
44.649998,6.937729,3.215592,0.237277
44.700001,6.937848,3.225363,0.237257
44.750000,6.937977,3.235106,0.237263
44.799999,6.938106,3.244863,0.237260
44.849998,6.938247,3.252520,0.237173
44.899998,6.938365,3.260230,0.237344
44.950001,6.938509,3.270128,0.237250
45.000000,6.938624,3.279858,0.237260
45.049999,6.938747,3.289588,0.237270
45.099998,6.938863,3.299291,0.237293
45.149998,6.938982,3.309043,0.237291
45.200001,6.939111,3.318765,0.237304
45.250000,6.939229,3.328497,0.237309
45.299999,6.939350,3.338240,0.237303
45.349998,6.939464,3.347971,0.237317
45.399998,6.939586,3.357726,0.237310
45.450001,6.939707,3.367502,0.237301
45.500000,6.939828,3.377243,0.237307
45.549999,6.939943,3.387019,0.237288
45.599998,6.940055,3.396802,0.237274
45.649998,6.940183,3.406565,0.237266
45.700001,6.940299,3.416329,0.237256
45.750000,6.940426,3.426095,0.237247
45.799999,6.940553,3.435814,0.237252
45.849998,6.940663,3.445580,0.237247
45.899998,6.940766,3.455277,0.237281
45.950001,6.940892,3.465050,0.237259
46.000000,6.941019,3.474777,0.237273
46.049999,6.941142,3.484493,0.237287
46.099998,6.941253,3.494219,0.237294
46.149998,6.941386,3.503948,0.237307
46.200001,6.941505,3.513689,0.237309
46.250000,6.941632,3.523434,0.237307
46.299999,6.941749,3.533160,0.237321
46.349998,6.941877,3.542942,0.237301
46.399998,6.941988,3.552671,0.237311
46.450001,6.942115,3.562441,0.237301
46.500000,6.942235,3.572192,0.237302
46.549999,6.942366,3.581949,0.237290
46.599998,6.942496,3.591746,0.237258
46.649998,6.942616,3.601499,0.237261
46.700001,6.942730,3.611247,0.237261
46.750000,6.942860,3.621003,0.237253
46.799999,6.942987,3.630757,0.237247
46.849998,6.943110,3.640459,0.237271
46.899998,6.943232,3.650171,0.237289
46.950001,6.943356,3.659960,0.237264
47.000000,6.943484,3.669661,0.237283
47.049999,6.943610,3.679409,0.237289
47.099998,6.943725,3.689128,0.237306
47.149998,6.943845,3.698872,0.237304
47.200001,6.943962,3.708603,0.237308
47.250000,6.944077,3.718338,0.237314
47.299999,6.944192,3.728079,0.237315
47.349998,6.944324,3.737883,0.237276
47.399998,6.944430,3.747581,0.237314
47.450001,6.944553,3.757371,0.237290
47.500000,6.944676,3.767153,0.237269
47.549999,6.944788,3.776900,0.237271
47.599998,6.944909,3.786662,0.237261
47.649998,6.945026,3.796435,0.237246
47.700001,6.945144,3.806176,0.237247
47.750000,6.945267,3.815920,0.237249
47.799999,6.945397,3.825671,0.237246
47.849998,6.945517,3.835394,0.237258
47.899998,6.945636,3.845086,0.237285
47.950001,6.945756,3.854849,0.237271
48.000000,6.945882,3.864557,0.237291
48.049999,6.946004,3.874319,0.237284
48.099998,6.946130,3.884025,0.237303
48.149998,6.946253,3.893740,0.237323
48.200001,6.946371,3.903508,0.237302
48.250000,6.946494,3.913241,0.237315
48.299999,6.946626,3.923002,0.237300
48.349998,6.946740,3.932752,0.237300
48.399998,6.946861,3.942529,0.237283
48.450001,6.946985,3.952271,0.237284
48.500000,6.947114,3.962050,0.237272
48.549999,6.947240,3.971809,0.237264
48.599998,6.947367,3.981558,0.237262
48.649998,6.947490,3.991323,0.237256
48.700001,6.947610,4.001078,0.237250
48.750000,6.947726,4.010832,0.237248
48.799999,6.947841,4.020557,0.237260
48.849998,6.947965,4.030275,0.237273
48.899998,6.948092,4.040002,0.237284
48.950001,6.948219,4.049728,0.237288
49.000000,6.948342,4.059450,0.237302
49.049999,6.948459,4.069190,0.237308
49.099998,6.948579,4.078971,0.237288
49.149998,6.948697,4.088656,0.237322
49.200001,6.948828,4.098411,0.237317
49.250000,6.948949,4.108149,0.237321
49.299999,6.949073,4.117929,0.237300
49.349998,6.949199,4.127685,0.237297
49.399998,6.949311,4.137445,0.237290
49.450001,6.949438,4.147221,0.237271
49.500000,6.949559,4.156972,0.237264
49.549999,6.949678,4.166739,0.237255
49.599998,6.949801,4.176466,0.237268
49.649998,6.949923,4.186247,0.237245
49.700001,6.950043,4.195970,0.237257
49.750000,6.950171,4.205719,0.237252
49.799999,6.950288,4.215435,0.237275
49.849998,6.950408,4.225159,0.237276
49.899998,6.950540,4.234868,0.237304
49.950001,6.950666,4.244610,0.237303
50.000000,6.950796,4.254345,0.237307
50.049999,6.950922,4.264079,0.237309
50.099998,6.951040,4.273831,0.237305
50.149998,6.951156,4.283582,0.237303
50.200001,6.951275,4.293338,0.237299
50.250000,6.951400,4.303098,0.237290
50.299999,6.951513,4.312839,0.237294
50.349998,6.951633,4.322606,0.237286
50.399998,6.951756,4.332387,0.237266
50.450001,6.951874,4.342121,0.237272
50.500000,6.952002,4.351897,0.237257
50.549999,6.952124,4.361637,0.237264
50.599998,6.952243,4.371404,0.237243
50.649998,6.952361,4.381122,0.237261
50.700001,6.952474,4.390880,0.237261
50.750000,6.952602,4.400602,0.237268
50.799999,6.952718,4.410340,0.237267
50.849998,6.952865,4.420054,0.237284
50.899998,6.952990,4.429778,0.237301
50.950001,6.953102,4.439530,0.237297
51.000000,6.953230,4.449259,0.237306
51.049999,6.953348,4.459009,0.237308
51.099998,6.953472,4.468772,0.237291
51.149998,6.953599,4.478499,0.237308
51.200001,6.953722,4.488222,0.237318
51.250000,6.953842,4.498033,0.237285
51.299999,6.953968,4.507811,0.237272
51.349998,6.954096,4.517577,0.237261
51.399998,6.954210,4.527324,0.237264
51.450001,6.954333,4.537080,0.237258
51.500000,6.954433,4.546845,0.237245
51.549999,6.954570,4.556593,0.237241
51.599998,6.954690,4.566308,0.237261
51.649998,6.954820,4.576058,0.237257
51.700001,6.954939,4.585777,0.237271
51.750000,6.955081,4.593488,0.237190
51.799999,6.954966,4.601256,0.237364
51.849998,6.955098,4.611105,0.237299
51.899998,6.955214,4.620859,0.237297
51.950001,6.955337,4.630587,0.237298
52.000000,6.955464,4.640320,0.237310
52.049999,6.955578,4.650073,0.237306
52.099998,6.955703,4.659836,0.237297
52.149998,6.955819,4.669560,0.237314
52.200001,6.955937,4.679336,0.237293
52.250000,6.956052,4.689083,0.237291
52.299999,6.956182,4.698843,0.237288
52.349998,6.956306,4.708643,0.237255
52.399998,6.956428,4.718389,0.237261
52.450001,6.956563,4.728157,0.237248
52.500000,6.956674,4.737890,0.237260
52.549999,6.956794,4.747648,0.237250
52.599998,6.956920,4.757368,0.237259
52.649998,6.957043,4.767110,0.237269
52.700001,6.957161,4.776838,0.237274
52.750000,6.957288,4.786551,0.237289
52.799999,6.957395,4.796285,0.237299
52.849998,6.957512,4.806021,0.237303
52.899998,6.957648,4.815748,0.237313
52.950001,6.957763,4.825484,0.237318
53.000000,6.957885,4.835246,0.237308
53.049999,6.958014,4.845004,0.237294
53.099998,6.958131,4.854745,0.237292
53.149998,6.958250,4.864498,0.237294
53.200001,6.958374,4.874249,0.237288
53.250000,6.958484,4.884011,0.237285
53.299999,6.958522,4.891817,0.237191
53.349998,6.958348,4.895514,0.237212
53.399998,6.958029,4.896275,0.237261
53.450001,6.957250,4.896415,0.237243
53.500000,6.956525,4.896495,0.237245
53.549999,6.955813,4.896569,0.237226
53.599998,6.955101,4.896643,0.237237
53.649998,6.954414,4.896729,0.237238
53.700001,6.953732,4.896690,0.237292
53.750000,6.953040,4.896759,0.237300
53.799999,6.952334,4.896804,0.237316
53.849998,6.951631,4.896879,0.237315
53.899998,6.950924,4.896943,0.237307
53.950001,6.950234,4.896987,0.237308
54.000000,6.949498,4.897018,0.237311
54.049999,6.948794,4.897051,0.237312
54.099998,6.948109,4.897091,0.237317
54.149998,6.947428,4.897107,0.237319
54.200001,6.946712,4.897158,0.237319
54.250000,6.946007,4.897190,0.237312
54.299999,6.945280,4.897243,0.237274
54.349998,6.944578,4.897276,0.237251
54.399998,6.943882,4.897283,0.237247
54.450001,6.943181,4.897268,0.237260
54.500000,6.942509,4.897163,0.237329
54.549999,6.941797,4.897144,0.237326
54.599998,6.941078,4.897168,0.237324
54.649998,6.940371,4.897174,0.237321
54.700001,6.939687,4.897148,0.237322
54.750000,6.938974,4.897138,0.237324
54.799999,6.938294,4.897110,0.237325
54.849998,6.937597,4.897073,0.237328
54.899998,6.936897,4.897048,0.237328
54.950001,6.936173,4.897025,0.237331
55.000000,6.935450,4.897089,0.237270
55.049999,6.934732,4.896987,0.237312
55.099998,6.934000,4.897010,0.237280
55.149998,6.933294,4.896941,0.237296
55.200001,6.932597,4.896927,0.237255
55.250000,6.931898,4.896834,0.237263
55.299999,6.931175,4.896768,0.237277
55.349998,6.930502,4.896729,0.237261
55.399998,6.929811,4.896653,0.237272
55.450001,6.929098,4.896585,0.237271
55.500000,6.928415,4.896461,0.237296
55.549999,6.927732,4.896287,0.237354
55.599998,6.927046,4.896195,0.237350
55.649998,6.926332,4.896116,0.237346
55.700001,6.925670,4.896018,0.237346
55.750000,6.925014,4.895904,0.237347
55.799999,6.924297,4.895798,0.237351
55.849998,6.923608,4.895714,0.237353
55.899998,6.922897,4.895630,0.237349
55.950001,6.922189,4.895534,0.237350
56.000000,6.921512,4.895371,0.237347
56.049999,6.920803,4.895258,0.237351
56.099998,6.920084,4.895142,0.237351
56.149998,6.919373,4.895012,0.237358
56.200001,6.918665,4.894892,0.237357
56.250000,6.917947,4.894761,0.237361
56.299999,6.917249,4.894618,0.237360
56.349998,6.916561,4.894473,0.237357
56.399998,6.915862,4.894334,0.237362
56.450001,6.915183,4.894181,0.237357
56.500000,6.914513,4.894007,0.237367
56.549999,6.913831,4.893853,0.237365
56.599998,6.913125,4.893693,0.237363
56.649998,6.912437,4.893527,0.237368
56.700001,6.911793,4.893349,0.237371
56.750000,6.911138,4.893170,0.237371
56.799999,6.910466,4.892988,0.237374
56.849998,6.909810,4.892826,0.237373
56.899998,6.909152,4.892602,0.237374
56.950001,6.908466,4.892385,0.237373
57.000000,6.907809,4.892176,0.237374
57.049999,6.907162,4.891996,0.237377
57.099998,6.906488,4.891788,0.237373
57.149998,6.905800,4.891543,0.237373
57.200001,6.905150,4.891317,0.237382
57.250000,6.904450,4.891054,0.237373
57.299999,6.903786,4.890807,0.237378
57.349998,6.903135,4.890605,0.237384
57.399998,6.902463,4.890372,0.237384
57.450001,6.901824,4.890147,0.237392
57.500000,6.901173,4.889949,0.237386
57.549999,6.900537,4.889700,0.237392
57.599998,6.899911,4.889442,0.237396
57.649998,6.899291,4.889207,0.237394
57.700001,6.898628,4.888972,0.237396
57.750000,6.897950,4.888718,0.237398
57.799999,6.897311,4.888478,0.237392
57.849998,6.896643,4.888223,0.237399
57.899998,6.896015,4.887944,0.237400
57.950001,6.895384,4.887680,0.237397
58.000000,6.894769,4.887379,0.237395
58.049999,6.894163,4.887060,0.237405
58.099998,6.893508,4.886763,0.237406
58.149998,6.892880,4.886493,0.237394
58.200001,6.892253,4.886194,0.237407
58.250000,6.891615,4.885891,0.237402
58.299999,6.890967,4.885569,0.237399
58.349998,6.890364,4.885242,0.237395
58.399998,6.889747,4.884932,0.237401
58.450001,6.889130,4.884608,0.237405
58.500000,6.888505,4.884278,0.237415
58.549999,6.887871,4.883961,0.237416
58.599998,6.887253,4.883672,0.237411
58.649998,6.886663,4.883361,0.237409
